Country Code,Country Name,Year,Age Group,Sex,Number of Deaths,"Death Rate Per 100,000"
CPV,Cape Verde,1980,40-44 years,Male,19,456.1
CPV,Cape Verde,1980,40-44 years,Female,24,335.5
CPV,Cape Verde,1980,40-44 years,Both,42,380.1
CPV,Cape Verde,1980,45-49 years,Male,27,625.5
CPV,Cape Verde,1980,45-49 years,Female,29,445.9
CPV,Cape Verde,1980,45-49 years,Both,57,517.6
CPV,Cape Verde,1980,50-54 years,Male,39,903.4
CPV,Cape Verde,1980,50-54 years,Female,36,644
CPV,Cape Verde,1980,50-54 years,Both,75,756.9
CPV,Cape Verde,1980,55-59 years,Male,36,"1,305.80"
CPV,Cape Verde,1980,55-59 years,Female,31,897.8
CPV,Cape Verde,1980,55-59 years,Both,67,"1,079.80"
CPV,Cape Verde,1980,60-64 years,Male,56,"2,032.80"
CPV,Cape Verde,1980,60-64 years,Female,50,"1,451.70"
CPV,Cape Verde,1980,60-64 years,Both,106,"1,711.70"
CPV,Cape Verde,1980,65-69 years,Male,84,"2,996.60"
CPV,Cape Verde,1980,65-69 years,Female,74,"2,181.20"
CPV,Cape Verde,1980,65-69 years,Both,158,"2,548.70"
CPV,Cape Verde,1980,70-74 years,Male,118,"4,589.00"
CPV,Cape Verde,1980,70-74 years,Female,109,"3,525.60"
CPV,Cape Verde,1980,70-74 years,Both,227,"4,010.10"
CPV,Cape Verde,1980,75-79 years,Male,71,"6,838.50"
CPV,Cape Verde,1980,75-79 years,Female,76,"5,421.60"
CPV,Cape Verde,1980,75-79 years,Both,147,"6,027.70"
CPV,Cape Verde,1980,80+ years,Male,67,"12,064.10"
CPV,Cape Verde,1980,80+ years,Female,103,"10,582.30"
CPV,Cape Verde,1980,80+ years,Both,169,"11,119.30"
CPV,Cape Verde,1980,All ages,Male,"1,165",807.7
CPV,Cape Verde,1980,All ages,Female,"1,056",646.2
CPV,Cape Verde,1980,All ages,Both,"2,220",721.9
CPV,Cape Verde,1990,0-6 days,Male,122,"91,886.20"
CPV,Cape Verde,1990,0-6 days,Female,98,"75,527.20"
CPV,Cape Verde,1990,0-6 days,Both,220,"83,800.00"
CPV,Cape Verde,1990,7-27 days,Male,47,"11,749.70"
CPV,Cape Verde,1990,7-27 days,Female,32,"8,284.10"
CPV,Cape Verde,1990,7-27 days,Both,78,"10,041.30"
CPV,Cape Verde,1990,28-364 days,Male,160,"2,560.30"
CPV,Cape Verde,1990,28-364 days,Female,131,"2,146.90"
CPV,Cape Verde,1990,28-364 days,Both,291,"2,356.20"
CPV,Cape Verde,1990,1-4 years,Male,105,403.2
CPV,Cape Verde,1990,1-4 years,Female,83,327.4
CPV,Cape Verde,1990,1-4 years,Both,188,365.7
CPV,Cape Verde,1990,5-9 years,Male,25,92.6
CPV,Cape Verde,1990,5-9 years,Female,20,77.2
CPV,Cape Verde,1990,5-9 years,Both,45,84.9
CPV,Cape Verde,1990,10-14 years,Male,16,71.9
CPV,Cape Verde,1990,10-14 years,Female,10,44.5
CPV,Cape Verde,1990,10-14 years,Both,25,58.3
CPV,Cape Verde,1990,15-19 years,Male,29,151.1
CPV,Cape Verde,1990,15-19 years,Female,13,71.1
CPV,Cape Verde,1990,15-19 years,Both,41,112.3
CPV,Cape Verde,1990,20-24 years,Male,37,239.9
CPV,Cape Verde,1990,20-24 years,Female,15,93.9
CPV,Cape Verde,1990,20-24 years,Both,52,164.8
CPV,Cape Verde,1990,25-29 years,Male,38,275
CPV,Cape Verde,1990,25-29 years,Female,16,108.7
CPV,Cape Verde,1990,25-29 years,Both,54,188.9
CPV,Cape Verde,1990,30-34 years,Male,28,313.1
CPV,Cape Verde,1990,30-34 years,Female,15,134
CPV,Cape Verde,1990,30-34 years,Both,42,213.7
CPV,Cape Verde,1990,35-39 years,Male,23,419.1
CPV,Cape Verde,1990,35-39 years,Female,16,178.4
CPV,Cape Verde,1990,35-39 years,Both,38,270.3
CPV,Cape Verde,1990,40-44 years,Male,14,532.3
CPV,Cape Verde,1990,40-44 years,Female,9,236.1
CPV,Cape Verde,1990,40-44 years,Both,23,360.1
CPV,Cape Verde,1990,45-49 years,Male,20,728.9
CPV,Cape Verde,1990,45-49 years,Female,15,326.9
CPV,Cape Verde,1990,45-49 years,Both,35,476
CPV,Cape Verde,1990,50-54 years,Male,39,"1,048.00"
CPV,Cape Verde,1990,50-54 years,Female,30,480.8
CPV,Cape Verde,1990,50-54 years,Both,70,691.7
CPV,Cape Verde,1990,55-59 years,Male,60,"1,496.00"
CPV,Cape Verde,1990,55-59 years,Female,40,682.6
CPV,Cape Verde,1990,55-59 years,Both,100,"1,015.50"
CPV,Cape Verde,1990,60-64 years,Male,91,"2,280.50"
CPV,Cape Verde,1990,60-64 years,Female,54,"1,113.30"
CPV,Cape Verde,1990,60-64 years,Both,146,"1,639.70"
CPV,Cape Verde,1990,65-69 years,Male,85,"3,314.90"
CPV,Cape Verde,1990,65-69 years,Female,50,"1,697.00"
CPV,Cape Verde,1990,65-69 years,Both,135,"2,447.80"
CPV,Cape Verde,1990,70-74 years,Male,107,"5,031.80"
CPV,Cape Verde,1990,70-74 years,Female,74,"2,764.30"
CPV,Cape Verde,1990,70-74 years,Both,181,"3,771.20"
CPV,Cape Verde,1990,75-79 years,Male,115,"7,417.70"
CPV,Cape Verde,1990,75-79 years,Female,90,"4,365.00"
CPV,Cape Verde,1990,75-79 years,Both,205,"5,671.70"
CPV,Cape Verde,1990,80+ years,Male,143,"12,394.80"
CPV,Cape Verde,1990,80+ years,Female,147,"8,703.50"
CPV,Cape Verde,1990,80+ years,Both,290,"10,200.20"
CPV,Cape Verde,1990,All ages,Male,"1,302",775.7
CPV,Cape Verde,1990,All ages,Female,958,523.2
CPV,Cape Verde,1990,All ages,Both,"2,261",644
CPV,Cape Verde,2000,0-6 days,Male,92,"75,400.00"
CPV,Cape Verde,2000,0-6 days,Female,73,"61,381.60"
CPV,Cape Verde,2000,0-6 days,Both,165,"68,478.00"
CPV,Cape Verde,2000,7-27 days,Male,29,"7,931.70"
CPV,Cape Verde,2000,7-27 days,Female,20,"5,637.50"
CPV,Cape Verde,2000,7-27 days,Both,49,"6,791.10"
CPV,Cape Verde,2000,28-364 days,Male,95,"1,627.50"
CPV,Cape Verde,2000,28-364 days,Female,79,"1,393.10"
CPV,Cape Verde,2000,28-364 days,Both,174,"1,511.80"
CPV,Cape Verde,2000,1-4 years,Male,63,246.1
CPV,Cape Verde,2000,1-4 years,Female,49,196.1
CPV,Cape Verde,2000,1-4 years,Both,112,221.4
CPV,Cape Verde,2000,5-9 years,Male,21,67.9
CPV,Cape Verde,2000,5-9 years,Female,17,56.4
CPV,Cape Verde,2000,5-9 years,Both,38,62.1
CPV,Cape Verde,2000,10-14 years,Male,17,56.2
CPV,Cape Verde,2000,10-14 years,Female,10,34.3
CPV,Cape Verde,2000,10-14 years,Both,27,45.2
CPV,Cape Verde,2000,15-19 years,Male,34,130.4
CPV,Cape Verde,2000,15-19 years,Female,15,57.6
CPV,Cape Verde,2000,15-19 years,Both,48,94.1
CPV,Cape Verde,2000,20-24 years,Male,41,210.1
CPV,Cape Verde,2000,20-24 years,Female,15,73.5
CPV,Cape Verde,2000,20-24 years,Both,55,141.2
CPV,Cape Verde,2000,25-29 years,Male,37,239.8
CPV,Cape Verde,2000,25-29 years,Female,13,83.8
CPV,Cape Verde,2000,25-29 years,Both,50,163
CPV,Cape Verde,2000,30-34 years,Male,37,273
CPV,Cape Verde,2000,30-34 years,Female,15,105.1
CPV,Cape Verde,2000,30-34 years,Both,52,187.1
CPV,Cape Verde,2000,35-39 years,Male,48,371.5
CPV,Cape Verde,2000,35-39 years,Female,20,144.2
CPV,Cape Verde,2000,35-39 years,Both,68,253.5
CPV,Cape Verde,2000,40-44 years,Male,40,472.2
CPV,Cape Verde,2000,40-44 years,Female,21,196.4
CPV,Cape Verde,2000,40-44 years,Both,61,319.1
CPV,Cape Verde,2000,45-49 years,Male,38,647.3
CPV,Cape Verde,2000,45-49 years,Female,23,277.2
CPV,Cape Verde,2000,45-49 years,Both,62,429.1
CPV,Cape Verde,2000,50-54 years,Male,25,933
CPV,Cape Verde,2000,50-54 years,Female,15,411.2
CPV,Cape Verde,2000,50-54 years,Both,40,638
CPV,Cape Verde,2000,55-59 years,Male,33,"1,342.20"
CPV,Cape Verde,2000,55-59 years,Female,25,588.8
CPV,Cape Verde,2000,55-59 years,Both,58,859.9
CPV,Cape Verde,2000,60-64 years,Male,72,"2,063.10"
CPV,Cape Verde,2000,60-64 years,Female,57,961.5
CPV,Cape Verde,2000,60-64 years,Both,129,"1,370.20"
CPV,Cape Verde,2000,65-69 years,Male,111,"3,030.30"
CPV,Cape Verde,2000,65-69 years,Female,77,"1,475.60"
CPV,Cape Verde,2000,65-69 years,Both,188,"2,116.50"
CPV,Cape Verde,2000,70-74 years,Male,147,"4,630.40"
CPV,Cape Verde,2000,70-74 years,Female,97,"2,411.60"
CPV,Cape Verde,2000,70-74 years,Both,244,"3,389.20"
CPV,Cape Verde,2000,75-79 years,Male,116,"6,883.70"
CPV,Cape Verde,2000,75-79 years,Female,82,"3,857.70"
CPV,Cape Verde,2000,75-79 years,Both,198,"5,190.70"
CPV,Cape Verde,2000,80+ years,Male,161,"12,725.40"
CPV,Cape Verde,2000,80+ years,Female,181,"8,885.50"
CPV,Cape Verde,2000,80+ years,Both,343,"10,359.00"
CPV,Cape Verde,2000,All ages,Male,"1,256",591.4
CPV,Cape Verde,2000,All ages,Female,904,399.2
CPV,Cape Verde,2000,All ages,Both,"2,160",492.2
CPV,Cape Verde,2010,0-6 days,Male,54,"54,347.80"
CPV,Cape Verde,2010,0-6 days,Female,44,"45,228.30"
CPV,Cape Verde,2010,0-6 days,Both,98,"49,857.50"
CPV,Cape Verde,2010,7-27 days,Male,15,"4,920.80"
CPV,Cape Verde,2010,7-27 days,Female,10,"3,448.30"
CPV,Cape Verde,2010,7-27 days,Both,25,"4,187.50"
CPV,Cape Verde,2010,28-364 days,Male,43,901.7
CPV,Cape Verde,2010,28-364 days,Female,36,776.6
CPV,Cape Verde,2010,28-364 days,Both,79,840
CPV,Cape Verde,2010,1-4 years,Male,33,153.7
CPV,Cape Verde,2010,1-4 years,Female,25,119.9
CPV,Cape Verde,2010,1-4 years,Both,57,137
CPV,Cape Verde,2010,5-9 years,Male,12,48.1
CPV,Cape Verde,2010,5-9 years,Female,10,40.1
CPV,Cape Verde,2010,5-9 years,Both,23,44.1
CPV,Cape Verde,2010,10-14 years,Male,12,42.5
CPV,Cape Verde,2010,10-14 years,Female,7,26.3
CPV,Cape Verde,2010,10-14 years,Both,19,34.4
CPV,Cape Verde,2010,15-19 years,Male,33,109.2
CPV,Cape Verde,2010,15-19 years,Female,14,47
CPV,Cape Verde,2010,15-19 years,Both,46,78.3
CPV,Cape Verde,2010,20-24 years,Male,50,178.1
CPV,Cape Verde,2010,20-24 years,Female,15,57.6
CPV,Cape Verde,2010,20-24 years,Both,66,119.9
CPV,Cape Verde,2010,25-29 years,Male,47,202.6
CPV,Cape Verde,2010,25-29 years,Female,14,64.7
CPV,Cape Verde,2010,25-29 years,Both,61,137.4
CPV,Cape Verde,2010,30-34 years,Male,41,229.6
CPV,Cape Verde,2010,30-34 years,Female,14,82.7
CPV,Cape Verde,2010,30-34 years,Both,55,158.9
CPV,Cape Verde,2010,35-39 years,Male,45,313
CPV,Cape Verde,2010,35-39 years,Female,15,118
CPV,Cape Verde,2010,35-39 years,Both,60,220.9
CPV,Cape Verde,2010,40-44 years,Male,51,398.2
CPV,Cape Verde,2010,40-44 years,Female,22,165.5
CPV,Cape Verde,2010,40-44 years,Both,73,279.9
CPV,Cape Verde,2010,45-49 years,Male,67,546.6
CPV,Cape Verde,2010,45-49 years,Female,31,238.2
CPV,Cape Verde,2010,45-49 years,Both,98,386.7
CPV,Cape Verde,2010,50-54 years,Male,63,791.6
CPV,Cape Verde,2010,50-54 years,Female,36,356.3
CPV,Cape Verde,2010,50-54 years,Both,99,550.2
CPV,Cape Verde,2010,55-59 years,Male,64,"1,154.10"
CPV,Cape Verde,2010,55-59 years,Female,41,514.4
CPV,Cape Verde,2010,55-59 years,Both,104,777.3
CPV,Cape Verde,2010,60-64 years,Male,44,"1,803.30"
CPV,Cape Verde,2010,60-64 years,Female,27,840.7
CPV,Cape Verde,2010,60-64 years,Both,72,"1,254.50"
CPV,Cape Verde,2010,65-69 years,Male,68,"2,691.30"
CPV,Cape Verde,2010,65-69 years,Female,56,"1,298.80"
CPV,Cape Verde,2010,65-69 years,Both,124,"1,814.10"
CPV,Cape Verde,2010,70-74 years,Male,146,"4,152.90"
CPV,Cape Verde,2010,70-74 years,Female,115,"2,128.70"
CPV,Cape Verde,2010,70-74 years,Both,261,"2,929.90"
CPV,Cape Verde,2010,75-79 years,Male,202,"6,249.80"
CPV,Cape Verde,2010,75-79 years,Female,155,"3,447.70"
CPV,Cape Verde,2010,75-79 years,Both,358,"4,620.20"
CPV,Cape Verde,2010,80+ years,Male,234,"11,081.10"
CPV,Cape Verde,2010,80+ years,Female,286,"7,839.90"
CPV,Cape Verde,2010,80+ years,Both,521,"9,029.00"
CPV,Cape Verde,2010,All ages,Male,"1,326",538.2
CPV,Cape Verde,2010,All ages,Female,973,387.4
CPV,Cape Verde,2010,All ages,Both,"2,299",462.1
CRI,Costa Rica,1970,0-6 days,Male,733,"127,028.60"
CRI,Costa Rica,1970,0-6 days,Female,521,"94,612.70"
CRI,Costa Rica,1970,0-6 days,Both,"1,254","111,194.20"
CRI,Costa Rica,1970,7-27 days,Male,287,"16,854.00"
CRI,Costa Rica,1970,7-27 days,Female,208,"12,770.60"
CRI,Costa Rica,1970,7-27 days,Both,495,"14,855.20"
CRI,Costa Rica,1970,28-364 days,Male,"1,070","3,979.40"
CRI,Costa Rica,1970,28-364 days,Female,829,"3,207.70"
CRI,Costa Rica,1970,28-364 days,Both,"1,898","3,601.20"
CRI,Costa Rica,1970,1-4 years,Male,522,445.5
CRI,Costa Rica,1970,1-4 years,Female,442,391.5
CRI,Costa Rica,1970,1-4 years,Both,964,419
CRI,Costa Rica,1970,5-9 years,Male,160,109.7
CRI,Costa Rica,1970,5-9 years,Female,120,84.5
CRI,Costa Rica,1970,5-9 years,Both,280,97.3
CRI,Costa Rica,1970,10-14 years,Male,86,70.6
CRI,Costa Rica,1970,10-14 years,Female,71,59.7
CRI,Costa Rica,1970,10-14 years,Both,157,65.2
CRI,Costa Rica,1970,15-19 years,Male,122,122
CRI,Costa Rica,1970,15-19 years,Female,79,81.2
CRI,Costa Rica,1970,15-19 years,Both,201,101.9
CRI,Costa Rica,1970,20-24 years,Male,136,184
CRI,Costa Rica,1970,20-24 years,Female,80,111.7
CRI,Costa Rica,1970,20-24 years,Both,216,148.4
CRI,Costa Rica,1970,25-29 years,Male,120,211
CRI,Costa Rica,1970,25-29 years,Female,72,128.2
CRI,Costa Rica,1970,25-29 years,Both,192,169.6
CRI,Costa Rica,1970,30-34 years,Male,117,241.8
CRI,Costa Rica,1970,30-34 years,Female,85,177.4
CRI,Costa Rica,1970,30-34 years,Both,202,209.7
CRI,Costa Rica,1970,35-39 years,Male,124,302.2
CRI,Costa Rica,1970,35-39 years,Female,100,241.8
CRI,Costa Rica,1970,35-39 years,Both,223,271.9
CRI,Costa Rica,1970,40-44 years,Male,139,364
CRI,Costa Rica,1970,40-44 years,Female,113,309.1
CRI,Costa Rica,1970,40-44 years,Both,252,337.1
CRI,Costa Rica,1970,45-49 years,Male,162,531.6
CRI,Costa Rica,1970,45-49 years,Female,118,407.1
CRI,Costa Rica,1970,45-49 years,Both,280,471
CRI,Costa Rica,1970,50-54 years,Male,191,588.1
CRI,Costa Rica,1970,50-54 years,Female,173,600.4
CRI,Costa Rica,1970,50-54 years,Both,364,593.9
CRI,Costa Rica,1970,55-59 years,Male,239,911.4
CRI,Costa Rica,1970,55-59 years,Female,195,834.7
CRI,Costa Rica,1970,55-59 years,Both,435,875.2
CRI,Costa Rica,1970,60-64 years,Male,297,"1,400.80"
CRI,Costa Rica,1970,60-64 years,Female,252,"1,308.90"
CRI,Costa Rica,1970,60-64 years,Both,549,"1,357.10"
CRI,Costa Rica,1970,65-69 years,Male,339,"2,063.50"
CRI,Costa Rica,1970,65-69 years,Female,291,"1,850.20"
CRI,Costa Rica,1970,65-69 years,Both,631,"1,959.20"
CRI,Costa Rica,1970,70-74 years,Male,387,"3,142.60"
CRI,Costa Rica,1970,70-74 years,Female,357,"2,816.70"
CRI,Costa Rica,1970,70-74 years,Both,744,"2,977.10"
CRI,Costa Rica,1970,75-79 years,Male,361,"4,810.00"
CRI,Costa Rica,1970,75-79 years,Female,327,"3,948.20"
CRI,Costa Rica,1970,75-79 years,Both,687,"4,357.90"
CRI,Costa Rica,1970,80+ years,Male,629,"10,408.00"
CRI,Costa Rica,1970,80+ years,Female,633,"8,417.30"
CRI,Costa Rica,1970,80+ years,Both,"1,262","9,304.60"
CRI,Costa Rica,1970,All ages,Male,"6,220",672.1
CRI,Costa Rica,1970,All ages,Female,"5,067",564.8
CRI,Costa Rica,1970,All ages,Both,"11,287",619.3
CRI,Costa Rica,1980,0-6 days,Male,525,"76,231.90"
CRI,Costa Rica,1980,0-6 days,Female,368,"56,026.40"
CRI,Costa Rica,1980,0-6 days,Both,893,"66,369.30"
CRI,Costa Rica,1980,7-27 days,Male,122,"5,965.30"
CRI,Costa Rica,1980,7-27 days,Female,96,"4,884.80"
CRI,Costa Rica,1980,7-27 days,Both,218,"5,437.00"
CRI,Costa Rica,1980,28-364 days,Male,401,"1,247.60"
CRI,Costa Rica,1980,28-364 days,Female,327,"1,062.50"
CRI,Costa Rica,1980,28-364 days,Both,728,"1,157.10"
CRI,Costa Rica,1980,1-4 years,Male,172,134.5
CRI,Costa Rica,1980,1-4 years,Female,142,116.3
CRI,Costa Rica,1980,1-4 years,Both,314,125.6
CRI,Costa Rica,1980,5-9 years,Male,65,46.3
CRI,Costa Rica,1980,5-9 years,Female,44,32.9
CRI,Costa Rica,1980,5-9 years,Both,109,39.8
CRI,Costa Rica,1980,10-14 years,Male,78,53.4
CRI,Costa Rica,1980,10-14 years,Female,43,30.8
CRI,Costa Rica,1980,10-14 years,Both,121,42.4
CRI,Costa Rica,1980,15-19 years,Male,139,92.4
CRI,Costa Rica,1980,15-19 years,Female,61,43.3
CRI,Costa Rica,1980,15-19 years,Both,200,68.6
CRI,Costa Rica,1980,20-24 years,Male,181,144
CRI,Costa Rica,1980,20-24 years,Female,69,58.2
CRI,Costa Rica,1980,20-24 years,Both,250,102.5
CRI,Costa Rica,1980,25-29 years,Male,169,166.1
CRI,Costa Rica,1980,25-29 years,Female,71,73.4
CRI,Costa Rica,1980,25-29 years,Both,240,121.1
CRI,Costa Rica,1980,30-34 years,Male,132,181.2
CRI,Costa Rica,1980,30-34 years,Female,61,87.1
CRI,Costa Rica,1980,30-34 years,Both,194,135
CRI,Costa Rica,1980,35-39 years,Male,136,241.7
CRI,Costa Rica,1980,35-39 years,Female,73,129.3
CRI,Costa Rica,1980,35-39 years,Both,210,185.3
CRI,Costa Rica,1980,40-44 years,Male,163,341.5
CRI,Costa Rica,1980,40-44 years,Female,97,202.4
CRI,Costa Rica,1980,40-44 years,Both,259,271.8
CRI,Costa Rica,1980,45-49 years,Male,168,420.9
CRI,Costa Rica,1980,45-49 years,Female,108,265.3
CRI,Costa Rica,1980,45-49 years,Both,277,342.4
CRI,Costa Rica,1980,50-54 years,Male,234,638.2
CRI,Costa Rica,1980,50-54 years,Female,154,429.8
CRI,Costa Rica,1980,50-54 years,Both,388,535.3
CRI,Costa Rica,1980,55-59 years,Male,256,894.1
CRI,Costa Rica,1980,55-59 years,Female,162,582.5
CRI,Costa Rica,1980,55-59 years,Both,418,740.4
CRI,Costa Rica,1980,60-64 years,Male,320,"1,108.20"
CRI,Costa Rica,1980,60-64 years,Female,238,887
CRI,Costa Rica,1980,60-64 years,Both,559,"1,001.70"
CRI,Costa Rica,1980,65-69 years,Male,435,"2,001.80"
CRI,Costa Rica,1980,65-69 years,Female,328,"1,591.00"
CRI,Costa Rica,1980,65-69 years,Both,763,"1,802.00"
CRI,Costa Rica,1980,70-74 years,Male,500,"3,201.00"
CRI,Costa Rica,1980,70-74 years,Female,362,"2,354.40"
CRI,Costa Rica,1980,70-74 years,Both,862,"2,780.80"
CRI,Costa Rica,1980,75-79 years,Male,467,"4,614.50"
CRI,Costa Rica,1980,75-79 years,Female,381,"3,551.60"
CRI,Costa Rica,1980,75-79 years,Both,849,"4,067.50"
CRI,Costa Rica,1980,80+ years,Male,889,"9,777.20"
CRI,Costa Rica,1980,80+ years,Female,913,"8,414.30"
CRI,Costa Rica,1980,80+ years,Both,"1,801","9,035.60"
CRI,Costa Rica,1980,All ages,Male,"5,553",464.9
CRI,Costa Rica,1980,All ages,Female,"4,098",356.6
CRI,Costa Rica,1980,All ages,Both,"9,651",411.8
CRI,Costa Rica,1990,0-6 days,Male,396,"48,975.30"
CRI,Costa Rica,1990,0-6 days,Female,287,"37,182.80"
CRI,Costa Rica,1990,0-6 days,Both,682,"43,217.20"
CRI,Costa Rica,1990,7-27 days,Male,94,"3,909.20"
CRI,Costa Rica,1990,7-27 days,Female,72,"3,121.10"
CRI,Costa Rica,1990,7-27 days,Both,166,"3,524.20"
CRI,Costa Rica,1990,28-364 days,Male,263,681.9
CRI,Costa Rica,1990,28-364 days,Female,214,580.2
CRI,Costa Rica,1990,28-364 days,Both,477,632.2
CRI,Costa Rica,1990,1-4 years,Male,137,83.3
CRI,Costa Rica,1990,1-4 years,Female,109,69.2
CRI,Costa Rica,1990,1-4 years,Both,246,76.4
CRI,Costa Rica,1990,5-9 years,Male,52,27.7
CRI,Costa Rica,1990,5-9 years,Female,40,22.1
CRI,Costa Rica,1990,5-9 years,Both,92,25
CRI,Costa Rica,1990,10-14 years,Male,57,35
CRI,Costa Rica,1990,10-14 years,Female,37,23.4
CRI,Costa Rica,1990,10-14 years,Both,94,29.3
CRI,Costa Rica,1990,15-19 years,Male,106,73.7
CRI,Costa Rica,1990,15-19 years,Female,49,35.6
CRI,Costa Rica,1990,15-19 years,Both,155,55
CRI,Costa Rica,1990,20-24 years,Male,157,104.5
CRI,Costa Rica,1990,20-24 years,Female,58,40.2
CRI,Costa Rica,1990,20-24 years,Both,215,73.1
CRI,Costa Rica,1990,25-29 years,Male,188,122.9
CRI,Costa Rica,1990,25-29 years,Female,67,46.5
CRI,Costa Rica,1990,25-29 years,Both,255,85.8
CRI,Costa Rica,1990,30-34 years,Male,189,148.3
CRI,Costa Rica,1990,30-34 years,Female,88,73.7
CRI,Costa Rica,1990,30-34 years,Both,277,112.1
CRI,Costa Rica,1990,35-39 years,Male,206,200.8
CRI,Costa Rica,1990,35-39 years,Female,107,109.9
CRI,Costa Rica,1990,35-39 years,Both,313,156.4
CRI,Costa Rica,1990,40-44 years,Male,195,266.9
CRI,Costa Rica,1990,40-44 years,Female,108,151.9
CRI,Costa Rica,1990,40-44 years,Both,303,210.1
CRI,Costa Rica,1990,45-49 years,Male,213,380.3
CRI,Costa Rica,1990,45-49 years,Female,137,241.6
CRI,Costa Rica,1990,45-49 years,Both,351,310.4
CRI,Costa Rica,1990,50-54 years,Male,282,602.2
CRI,Costa Rica,1990,50-54 years,Female,173,365
CRI,Costa Rica,1990,50-54 years,Both,455,482.7
CRI,Costa Rica,1990,55-59 years,Male,334,869.3
CRI,Costa Rica,1990,55-59 years,Female,226,566.1
CRI,Costa Rica,1990,55-59 years,Both,560,715
CRI,Costa Rica,1990,60-64 years,Male,449,"1,326.40"
CRI,Costa Rica,1990,60-64 years,Female,312,915.6
CRI,Costa Rica,1990,60-64 years,Both,761,"1,120.20"
CRI,Costa Rica,1990,65-69 years,Male,512,"2,067.20"
CRI,Costa Rica,1990,65-69 years,Female,358,"1,404.90"
CRI,Costa Rica,1990,65-69 years,Both,870,"1,731.30"
CRI,Costa Rica,1990,70-74 years,Male,617,"2,746.50"
CRI,Costa Rica,1990,70-74 years,Female,446,"1,966.10"
CRI,Costa Rica,1990,70-74 years,Both,"1,063","2,354.20"
CRI,Costa Rica,1990,75-79 years,Male,705,"4,922.10"
CRI,Costa Rica,1990,75-79 years,Female,578,"3,780.30"
CRI,Costa Rica,1990,75-79 years,Both,"1,283","4,332.60"
CRI,Costa Rica,1990,80+ years,Male,"1,603","12,448.60"
CRI,Costa Rica,1990,80+ years,Female,"1,746","11,085.10"
CRI,Costa Rica,1990,80+ years,Both,"3,349","11,698.60"
CRI,Costa Rica,1990,All ages,Male,"6,755",433.5
CRI,Costa Rica,1990,All ages,Female,"5,212",346
CRI,Costa Rica,1990,All ages,Both,"11,967",390.5
CRI,Costa Rica,2000,0-6 days,Male,223,"29,037.90"
CRI,Costa Rica,2000,0-6 days,Female,167,"22,752.70"
CRI,Costa Rica,2000,0-6 days,Both,390,"25,970.60"
CRI,Costa Rica,2000,7-27 days,Male,68,"2,975.20"
CRI,Costa Rica,2000,7-27 days,Female,52,"2,369.40"
CRI,Costa Rica,2000,7-27 days,Both,120,"2,679.50"
CRI,Costa Rica,2000,28-364 days,Male,189,513.5
CRI,Costa Rica,2000,28-364 days,Female,152,431.4
CRI,Costa Rica,2000,28-364 days,Both,341,473.4
CRI,Costa Rica,2000,1-4 years,Male,92,57.8
CRI,Costa Rica,2000,1-4 years,Female,72,47.3
CRI,Costa Rica,2000,1-4 years,Both,165,52.7
CRI,Costa Rica,2000,5-9 years,Male,47,22.4
CRI,Costa Rica,2000,5-9 years,Female,31,15.5
CRI,Costa Rica,2000,5-9 years,Both,78,19
CRI,Costa Rica,2000,10-14 years,Male,64,29.2
CRI,Costa Rica,2000,10-14 years,Female,42,20.1
CRI,Costa Rica,2000,10-14 years,Both,106,24.7
CRI,Costa Rica,2000,15-19 years,Male,169,83.9
CRI,Costa Rica,2000,15-19 years,Female,71,37
CRI,Costa Rica,2000,15-19 years,Both,241,61.1
CRI,Costa Rica,2000,20-24 years,Male,227,127
CRI,Costa Rica,2000,20-24 years,Female,71,41.4
CRI,Costa Rica,2000,20-24 years,Both,297,85.2
CRI,Costa Rica,2000,25-29 years,Male,220,140.5
CRI,Costa Rica,2000,25-29 years,Female,77,51
CRI,Costa Rica,2000,25-29 years,Both,297,96.7
CRI,Costa Rica,2000,30-34 years,Male,243,153.4
CRI,Costa Rica,2000,30-34 years,Female,96,63
CRI,Costa Rica,2000,30-34 years,Both,339,109.1
CRI,Costa Rica,2000,35-39 years,Male,297,188.6
CRI,Costa Rica,2000,35-39 years,Female,132,87.4
CRI,Costa Rica,2000,35-39 years,Both,429,139.1
CRI,Costa Rica,2000,40-44 years,Male,353,271.7
CRI,Costa Rica,2000,40-44 years,Female,171,137.9
CRI,Costa Rica,2000,40-44 years,Both,523,206.4
CRI,Costa Rica,2000,45-49 years,Male,381,369
CRI,Costa Rica,2000,45-49 years,Female,207,207.5
CRI,Costa Rica,2000,45-49 years,Both,588,289.7
CRI,Costa Rica,2000,50-54 years,Male,382,523.5
CRI,Costa Rica,2000,50-54 years,Female,240,333.4
CRI,Costa Rica,2000,50-54 years,Both,622,429
CRI,Costa Rica,2000,55-59 years,Male,459,837.7
CRI,Costa Rica,2000,55-59 years,Female,294,520.1
CRI,Costa Rica,2000,55-59 years,Both,754,676.4
CRI,Costa Rica,2000,60-64 years,Male,564,"1,275.40"
CRI,Costa Rica,2000,60-64 years,Female,382,829.3
CRI,Costa Rica,2000,60-64 years,Both,946,"1,047.80"
CRI,Costa Rica,2000,65-69 years,Male,710,"2,068.70"
CRI,Costa Rica,2000,65-69 years,Female,504,"1,355.40"
CRI,Costa Rica,2000,65-69 years,Both,"1,214","1,698.00"
CRI,Costa Rica,2000,70-74 years,Male,912,"3,315.30"
